Date,Open,High,Low,Close,Volume
"mar 27, 2020","59,60","60,60","58,72","59,32",1.943.785
"mar 30, 2020","59,94","60,45","59,14","60,17",1.215.157
"mar 31, 2020","59,27","60,50","58,61","59,18",1.057.879
"apr 1, 2020","57,93","58,43","56,65","56,85",1.110.892
"apr 2, 2020","58,37","59,30","57,91","58,91",1.107.894
"apr 3, 2020","58,00","58,53","56,77","57,48",667.809
"apr 6, 2020","59,83","61,23","59,30","60,87",1.196.833
"apr 7, 2020","62,75","62,90","60,46","60,66",1.347.144
"apr 8, 2020","61,08","62,37","60,72","62,11",1.112.585
"apr 9, 2020","62,23","62,45","61,00","61,58",1.139.356
"apr 13, 2020","61,00","61,08","59,51","60,09",1.551.718
"apr 14, 2020","61,80","62,05","60,90","61,43",1.762.832
"apr 15, 2020","62,20","62,20","61,24","62,07",2.207.327
"apr 16, 2020","62,42","62,47","61,59","62,24",2.740.569
"apr 17, 2020","64,14","64,44","63,49","64,44",3.182.297
"apr 20, 2020","63,59","64,43","63,20","63,55",2.437.236
"apr 21, 2020","62,21","62,65","61,41","62,05",2.203.697
"apr 22, 2020","62,69","62,98","62,47","62,68",837.373
"apr 23, 2020","63,43","63,50","61,96","62,06",985.457
"apr 24, 2020","63,19","63,19","62,25","62,96",1.158.146
"apr 27, 2020","63,51","63,87","63,22","63,45",1.233.257
"apr 28, 2020","63,88","64,04","62,89","62,92",972.137
"apr 29, 2020","64,41","64,85","63,83","64,58",1.193.663
"apr 30, 2020","64,16","64,44","63,40","64,25",1.109.101
"mag 1, 2020","63,23","63,62","62,16","62,73",625.323
"mag 4, 2020","62,30","62,53","61,35","61,94",768.134
"mag 5, 2020","62,89","63,74","62,78","63,39",957.279
"mag 6, 2020","63,94","64,26","63,24","63,95",913.584
"mag 7, 2020","64,27","64,59","63,90","64,37",900.637
"mag 8, 2020","65,00","65,89","64,59","65,51",957.998
"mag 11, 2020","65,77","66,05","65,28","65,97",916.815
"mag 12, 2020","65,92","66,40","65,55","65,59",1.140.212
"mag 13, 2020","63,68","64,05","62,30","62,78",2.543.938
"mag 14, 2020","62,94","63,66","62,37","63,66",1.329.860
"mag 15, 2020","63,52","64,56","63,48","64,01",1.241.372
"mag 18, 2020","63,00","64,46","62,69","64,07",1.976.895
"mag 19, 2020","64,29","64,34","63,00","63,05",2.118.350
"mag 20, 2020","63,23","63,85","63,06","63,17",2.146.808
"mag 21, 2020","63,00","63,38","62,18","62,74",1.214.618
"mag 22, 2020","63,20","63,32","62,59","63,24",848.922
"mag 26, 2020","62,79","63,16","62,16","62,18",1.435.124
"mag 27, 2020","62,50","63,03","62,02","62,97",1.524.653
"mag 28, 2020","63,58","65,33","63,58","64,58",1.606.877
"mag 29, 2020","64,20","64,76","63,65","64,76",1.176.959
"giu 1, 2020","64,91","65,65","64,56","65,49",1.423.697
"giu 2, 2020","65,98","66,82","65,92","66,75",1.420.563
"giu 3, 2020","66,00","67,02","65,97","66,79",2.723.232
"giu 4, 2020","67,00","67,41","66,06","66,18",1.167.574
"giu 5, 2020","66,58","67,55","66,55","67,31",1.274.498
"giu 8, 2020","67,50","68,79","67,30","68,56",1.392.606
"giu 9, 2020","68,44","68,80","67,90","68,45",986.992
"giu 10, 2020","70,00","70,60","69,15","70,51",1.863.297
"giu 11, 2020","70,17","70,19","67,10","67,37",2.784.419
"giu 12, 2020","69,72","69,83","66,87","68,29",2.361.144
"giu 15, 2020","68,36","69,99","67,89","69,73",1.641.475
"giu 16, 2020","70,49","70,50","68,80","69,35",1.029.270
"giu 17, 2020","70,96","71,78","70,73","71,58",1.375.693
"giu 18, 2020","71,65","71,85","71,42","71,55",920.087
"giu 19, 2020","71,72","71,85","70,75","70,98",1.513.931
"giu 22, 2020","71,25","71,81","70,96","71,71",605.888
"giu 23, 2020","71,81","72,34","71,59","71,64",1.189.835
"giu 24, 2020","71,39","71,48","70,30","70,65",646.573
"giu 25, 2020","70,16","71,12","69,72","71,00",682.293
"giu 26, 2020","70,26","70,42","69,20","69,68",953.319
"giu 29, 2020","68,74","68,85","68,15","68,72",972.079
"giu 30, 2020","68,63","69,22","68,46","69,13",736.693
"lug 1, 2020","69,17","70,95","69,17","70,39",1.549.815
"lug 2, 2020","70,50","70,50","69,97","70,23",1.086.993
"lug 6, 2020","70,52","70,81","70,30","70,53",1.397.513
"lug 7, 2020","69,82","70,06","69,05","69,16",908.044
"lug 8, 2020","69,55","69,85","68,98","69,79",533.788
"lug 9, 2020","71,32","71,66","70,48","71,53",950.046
"lug 10, 2020","73,00","74,11","72,61","73,94",1.667.196
"lug 13, 2020","75,50","76,64","74,16","74,36",1.814.776
"lug 14, 2020","73,39","74,61","73,13","74,52",757.694
"lug 15, 2020","76,11","77,88","75,89","76,83",1.985.357
"lug 16, 2020","76,30","77,07","76,15","76,80",935.472
"lug 17, 2020","75,96","76,43","75,44","76,08",1.091.859
"lug 20, 2020","77,18","78,50","76,89","78,18",875.028
"lug 21, 2020","78,25","78,27","77,15","77,31",698.463
"lug 22, 2020","77,27","77,60","76,81","77,35",417.169
"lug 23, 2020","77,48","77,99","76,19","76,42",608.078
"lug 24, 2020","75,85","76,55","75,34","76,46",535.502
"lug 27, 2020","77,67","78,61","77,63","78,53",911.151
"lug 28, 2020","78,50","78,50","77,59","77,62",479.32
"lug 29, 2020","77,63","78,74","77,56","78,35",530.419
"lug 30, 2020","77,46","78,76","77,33","78,52",624.3
"lug 31, 2020","76,98","77,97","76,91","77,96",1.113.443
"ago 3, 2020","78,71","81,41","78,67","81,27",2.155.983
"ago 4, 2020","83,56","84,15","82,51","83,37",1.695.470
"ago 5, 2020","81,70","81,79","80,71","81,25",1.198.584
"ago 6, 2020","80,86","81,12","80,36","80,47",1.129.830
"ago 7, 2020","80,50","80,73","79,11","80,03",1.101.709
"ago 10, 2020","80,45","80,45","79,73","80,05",644.857
"ago 11, 2020","79,92","80,32","79,22","79,33",1.039.575
"ago 12, 2020","79,51","80,98","79,46","80,74",1.233.851
"ago 13, 2020","81,56","83,19","81,27","82,67",1.794.293
"ago 14, 2020","83,39","83,61","82,88","82,93",1.419.503
"ago 17, 2020","83,53","83,71","82,72","83,45",1.237.391
"ago 18, 2020","83,85","83,90","82,63","82,98",798.254
"ago 19, 2020","81,50","82,07","81,02","81,10",1.354.384
"ago 20, 2020","79,07","79,57","78,87","79,41",1.224.717
"ago 21, 2020","78,50","78,93","78,20","78,75",1.337.186
"ago 24, 2020","79,91","80,28","79,37","79,77",848.617
"ago 25, 2020","79,18","79,62","79,16","79,37",636.057
"ago 26, 2020","80,40","81,21","80,14","81,12",900.902
"ago 27, 2020","81,20","81,20","79,97","80,42",1.032.838
"ago 28, 2020","79,07","79,65","78,80","79,39",1.010.167
"ago 31, 2020","78,65","78,98","78,44","78,64",777.399
"set 1, 2020","79,23","80,11","78,75","79,50",1.062.501
"set 2, 2020","79,59","80,00","78,80","79,49",888.896
"set 3, 2020","78,85","78,96","76,71","77,38",1.069.294
"set 4, 2020","77,78","78,47","75,60","77,66",1.241.595
"set 8, 2020","76,71","76,86","75,87","76,01",1.262.624
"set 9, 2020","76,86","77,95","76,55","77,48",888.254
"set 10, 2020","77,77","77,94","76,40","76,50",979.762
"set 11, 2020","77,18","77,39","76,24","77,02",826.417
"set 14, 2020","77,33","78,26","77,27","77,72",676.239
"set 15, 2020","76,87","77,30","76,23","76,46",1.383.780
"set 16, 2020","77,88","78,00","76,89","76,99",1.794.508
"set 17, 2020","77,16","78,29","76,72","77,61",1.461.515
"set 18, 2020","80,08","80,17","78,33","78,96",1.212.144
"set 21, 2020","77,75","78,35","77,00","78,27",762.842
"set 22, 2020","79,07","79,08","77,82","78,70",730.813
"set 23, 2020","78,50","78,54","76,99","77,33",873.36
"set 24, 2020","76,97","78,48","76,81","77,78",834.799
"set 25, 2020","76,94","77,39","76,39","77,26",617.712
"set 28, 2020","78,10","78,10","76,96","77,28",790.218
"set 29, 2020","77,43","77,82","77,08","77,48",449.086
"set 30, 2020","76,75","77,44","76,28","76,75",706.969
"ott 1, 2020","76,91","76,92","76,15","76,45",719.819
"ott 2, 2020","74,00","74,95","73,62","74,00",1.392.011
"ott 5, 2020","74,85","75,22","74,55","75,07",846.406
"ott 6, 2020","74,34","74,41","73,43","73,54",851.124
"ott 7, 2020","73,98","73,98","73,10","73,37",1.238.595
"ott 8, 2020","73,75","74,30","73,53","74,13",745.109
"ott 9, 2020","74,35","74,84","73,93","74,55",755.782
"ott 12, 2020","74,07","74,88","74,06","74,59",770.925
"ott 13, 2020","74,79","75,18","74,26","74,69",907.314
"ott 14, 2020","74,61","74,90","74,27","74,41",942.895
"ott 15, 2020","73,60","73,60","72,58","73,27",1.129.476
"ott 16, 2020","72,76","73,04","72,45","72,67",1.062.983
"ott 19, 2020","73,70","73,86","72,81","72,93",822.15
"ott 20, 2020","74,63","75,87","74,58","75,57",1.217.963
"ott 21, 2020","75,33","75,43","74,40","74,64",873.202
"ott 22, 2020","74,88","74,97","74,21","74,60",663.77
