Date,Open,High,Low,Close,Volume
"set 23, 2021","45,35","45,84","44,71","45,48",26.232.791
"set 24, 2021","45,46","47,05","45,29","46,63",29.458.270
"set 27, 2021","46,77","47,43","46,19","47,25",23.034.751
"set 28, 2021","46,70","47,00","45,76","45,98",23.707.883
"set 29, 2021","46,00","46,53","44,30","44,52",24.599.488
"set 30, 2021","44,71","45,37","43,86","44,80",16.659.698
"ott 1, 2021","45,92","47,25","45,79","47,05",25.428.283
"ott 4, 2021","46,47","46,83","45,20","45,72",21.588.150
"ott 5, 2021","45,91","46,08","45,35","45,61",12.433.928
"ott 6, 2021","45,33","47,18","45,00","47,01",24.868.676
"ott 7, 2021","47,64","48,24","46,89","47,91",25.961.566
"ott 8, 2021","48,08","48,88","47,61","47,77",17.980.417
"ott 11, 2021","47,70","47,87","46,28","46,29",16.336.783
"ott 12, 2021","46,33","47,05","46,16","46,72",12.404.189
"ott 13, 2021","46,26","47,00","45,94","46,41",13.754.404
"ott 14, 2021","46,98","47,94","46,84","47,28",18.514.016
"ott 15, 2021","47,91","48,84","47,34","48,36",20.581.670
"ott 18, 2021","47,68","47,95","46,75","47,07",19.806.658
"ott 19, 2021","47,20","47,69","46,74","47,05",16.500.199
"ott 20, 2021","47,15","47,54","45,93","46,00",15.570.862
"ott 21, 2021","45,97","47,54","45,52","46,47",15.741.030
"ott 22, 2021","46,00","46,50","45,23","45,51",19.259.203
"ott 25, 2021","45,67","46,07","45,02","45,72",12.955.477
"ott 26, 2021","46,28","47,69","45,86","46,02",19.491.761
"ott 27, 2021","46,47","46,55","44,17","44,73",26.999.752
"ott 28, 2021","45,00","45,41","44,38","44,62",14.768.789
"ott 29, 2021","44,49","44,80","43,57","43,82",18.283.203
"nov 1, 2021","44,07","45,03","43,65","44,36",20.983.925
"nov 2, 2021","44,34","44,35","42,33","42,89",28.002.584
"nov 3, 2021","45,33","46,26","44,71","45,72",38.499.594
"nov 4, 2021","45,54","46,53","44,99","45,27",31.903.047
"nov 5, 2021","47,50","48,74","46,61","47,19",45.641.491
"nov 8, 2021","47,08","47,65","45,82","45,89",25.257.852
"nov 9, 2021","45,91","45,98","43,68","45,51",33.588.854
"nov 10, 2021","44,90","45,25","42,60","43,38",33.712.210
"nov 11, 2021","43,32","43,72","42,44","43,28",27.307.792
"nov 12, 2021","43,57","45,13","43,57","45,12",29.804.574
"nov 15, 2021","45,11","45,26","43,56","43,61",19.690.003
"nov 16, 2021","45,54","46,66","44,86","45,76",46.219.690
"nov 17, 2021","45,36","45,64","43,90","44,11",25.036.352
"nov 18, 2021","44,53","45,33","43,58","45,00",27.839.873
"nov 19, 2021","43,93","44,72","43,50","44,23",21.465.519
"nov 22, 2021","43,96","44,40","41,81","42,60",31.355.201
"nov 23, 2021","42,38","43,14","41,60","42,68",18.099.396
"nov 24, 2021","42,00","42,37","41,24","42,08",17.118.201
"nov 26, 2021","39,61","40,62","38,77","40,52",35.453.586
"nov 29, 2021","41,06","41,25","38,78","39,70",27.724.438
"nov 30, 2021","39,25","39,95","37,03","38,00",55.268.520
"dic 1, 2021","39,45","39,50","35,80","36,02",47.369.182
"dic 2, 2021","36,55","38,40","36,45","38,12",32.266.969
"dic 3, 2021","37,42","37,84","35,26","35,85",47.392.730
"dic 6, 2021","35,95","38,69","35,44","38,49",36.689.186
"dic 7, 2021","39,40","40,22","37,76","38,08",40.443.330
"dic 8, 2021","38,30","39,41","38,01","38,81",29.688.552
"dic 9, 2021","38,44","38,70","37,48","37,54",22.994.806
"dic 10, 2021","37,41","37,87","36,61","36,67",25.760.609
"dic 13, 2021","36,18","36,31","34,88","35,73",38.394.720
"dic 14, 2021","35,25","38,45","35,21","37,26",45.491.730
"dic 15, 2021","36,91","38,38","36,24","37,83",37.612.574
"dic 16, 2021","38,25","38,58","37,13","37,70",31.478.392
"dic 17, 2021","37,20","40,00","36,74","39,68",51.048.124
"dic 20, 2021","38,45","40,15","38,08","39,70",28.153.739
"dic 21, 2021","39,82","42,08","39,82","41,97",28.385.155
"dic 22, 2021","41,95","43,23","41,45","43,02",27.675.666
"dic 23, 2021","43,03","44,35","42,76","43,91",21.763.417
"dic 27, 2021","43,44","44,24","42,82","42,96",28.284.981
"dic 28, 2021","42,60","43,74","42,30","42,54",21.480.952
"dic 29, 2021","42,72","42,93","41,82","42,46",15.908.613
"dic 30, 2021","42,29","43,34","42,20","42,66",13.516.258
"dic 31, 2021","42,53","43,12","41,93","41,93",13.746.893
"gen 3, 2022","42,48","44,41","41,89","43,95",26.364.965
"gen 4, 2022","44,23","44,80","42,58","44,42",30.845.320
"gen 5, 2022","44,29","45,90","42,86","43,24",28.498.663
"gen 6, 2022","43,11","44,08","40,97","42,03",32.434.252
"gen 7, 2022","42,00","42,65","41,20","41,51",24.875.831
"gen 10, 2022","41,48","42,81","40,16","42,60",29.783.757
"gen 11, 2022","42,36","44,17","42,19","43,62",22.160.976
"gen 12, 2022","43,99","44,10","42,54","43,04",18.993.872
"gen 13, 2022","43,34","43,92","42,73","42,87",17.190.076
"gen 14, 2022","42,40","42,72","40,35","41,51",25.817.795
"gen 18, 2022","40,96","40,96","38,37","38,41",36.902.203
"gen 19, 2022","38,21","38,89","37,12","37,86",35.552.500
"gen 20, 2022","38,29","39,64","37,75","37,82",21.720.081
"gen 21, 2022","37,41","37,60","35,85","35,94",41.836.756
