Date,Open,High,Low,Close,Volume
"dic 17, 2021","63,65","65,15","62,97","64,03",19.372.675
"dic 20, 2021","62,91","65,16","62,82","63,79",8.123.718
"dic 21, 2021","64,21","64,55","63,30","63,71",9.835.736
"dic 22, 2021","63,75","64,65","63,34","63,94",5.835.919
"dic 23, 2021","64,00","65,44","63,67","64,89",6.045.397
"dic 27, 2021","65,21","65,85","64,97","65,66",6.050.452
"dic 28, 2021","65,82","66,72","65,47","66,08",5.534.908
"dic 29, 2021","65,93","66,75","65,60","66,46",3.654.604
"dic 30, 2021","66,28","67,65","66,24","66,78",3.673.553
"dic 31, 2021","66,74","66,92","65,73","66,50",5.935.778
"gen 3, 2022","66,45","67,12","65,66","66,80",6.685.654
"gen 4, 2022","67,17","67,42","64,44","65,14",7.527.336
"gen 5, 2022","64,87","66,27","64,46","64,49",7.440.725
"gen 6, 2022","64,14","67,49","64,08","66,81",8.218.382
"gen 7, 2022","66,73","67,33","66,28","66,32",5.000.956
"gen 10, 2022","65,72","66,33","63,72","64,57",6.684.049
"gen 11, 2022","64,58","66,52","64,07","66,43",3.811.147
"gen 12, 2022","66,87","66,99","63,85","64,32",5.426.022
"gen 13, 2022","64,74","65,24","63,17","63,28",4.416.900
"gen 14, 2022","63,17","63,84","62,64","63,45",6.192.221
"gen 18, 2022","62,80","62,80","61,53","61,61",7.163.920
"gen 19, 2022","61,96","62,84","61,92","62,29",6.721.775
"gen 20, 2022","62,85","63,68","60,67","60,71",5.352.535
"gen 21, 2022","60,92","61,34","59,37","59,54",7.742.161
