Date,Open,High,Low,Close,Adj Close,Volume
2016-02-11,113.556404,114.397705,111.759079,112.667305,87.170059,7643750
2016-02-12,114.015297,115.726578,113.145317,115.717018,89.529602,5163579
2016-02-16,116.472275,117.676865,116.003822,117.342255,90.787041,4248224
2016-02-17,118.269600,121.003822,117.829826,120.554497,93.272308,5042766
2016-02-18,124.282982,128.107071,124.043976,126.625237,97.969215,10409374
2016-02-19,126.539200,127.772469,125.086044,127.227531,98.435211,5361064
2016-02-22,127.227531,128.403442,126.586998,127.887192,98.945564,4662440
2016-02-23,127.284897,127.543022,126.204590,126.577438,97.932243,3597926
2016-02-24,125.764816,127.619499,123.977058,126.959846,98.228104,4312240
2016-02-25,127.428299,128.594650,125.124283,128.585083,99.485542,4558782
2016-02-26,128.594650,128.986618,126.147224,126.223709,97.658531,4587965
2016-02-29,126.195030,127.495216,125.143402,125.267685,96.918877,4631688
2016-03-01,126.424477,128.718933,126.223709,128.460800,99.389374,3962771
2016-03-02,127.820267,131.395798,127.361374,130.305923,100.816948,5457191
2016-03-03,131.185471,131.892929,130.086044,131.739960,101.926445,5393594
2016-03-04,131.491394,133.288712,130.994263,131.739960,101.926445,4150946
2016-03-07,131.242828,134.330780,130.850861,133.986618,103.664673,5408866
2016-03-08,133.565964,134.177826,131.376678,132.954117,102.865852,5835739
2016-03-09,133.183563,135.917786,133.107071,134.235184,103.856987,4609199
2016-03-10,135.028687,135.248566,132.017212,134.024857,103.694252,4205548
2016-03-11,135.497131,136.634796,134.330780,136.099426,105.299355,4625307
2016-03-14,135.764816,136.892929,134.837479,136.500961,105.610016,4235045
2016-03-15,135.506699,137.026764,135.315491,136.673035,105.743134,3878045
2016-03-16,136.347992,138.508606,135.860428,138.422562,107.096718,4416107
2016-03-17,138.412994,140.841293,138.097519,140.573608,108.761002,6089394
2016-03-18,140.917786,141.022949,139.110901,140.621414,108.797981,12645826
2016-03-21,140.822174,142.170166,140.267685,142.093689,109.937065,3892794
2016-03-22,141.548752,142.715103,141.338425,141.587006,109.545052,4269667
2016-03-23,141.491394,141.520081,138.747604,139.005737,107.547928,4983353
2016-03-24,138.604202,141.701721,138.135757,141.443588,109.434097,5276547
2016-03-28,141.252396,142.112808,140.755264,141.873810,109.766960,3415295
2016-03-29,141.099426,143.173996,141.013382,142.762909,110.454811,3282871
2016-03-30,143.355637,143.795410,141.797318,141.883362,109.774361,3484435
2016-03-31,143.202682,146.367111,142.791580,144.789673,112.022934,7092508
2016-04-01,143.891006,146.233276,143.642441,145.812622,112.814377,4106073
2016-04-04,145.640533,146.768646,145.229446,145.382416,112.481537,4112035
2016-04-05,144.770554,144.933075,143.068832,143.403442,110.950417,3490502
2016-04-06,143.307846,143.546844,141.309753,143.422562,110.965210,4387552
2016-04-07,142.514343,143.021027,141.491394,141.730408,109.655998,3831498
2016-04-08,142.504776,143.393875,141.606125,142.782028,110.469643,3445315
2016-04-11,143.652008,145.267685,142.657745,142.686417,110.395638,4023021
2016-04-12,143.030594,143.508606,142.045883,143.049713,110.676743,3761207
2016-04-13,144.120453,144.579346,143.049713,144.579346,111.860229,3314146
2016-04-14,144.837479,146.042068,143.766724,144.512421,111.808426,3322619
2016-04-15,144.397705,145.411087,144.321228,145.047806,112.222656,3825850
2016-04-18,145.047806,146.405350,144.827911,145.822174,112.821770,6884458
2016-04-19,140.028687,140.487579,136.338425,137.667297,106.512390,13796949
2016-04-20,137.896744,140.726578,137.667297,139.684509,108.073112,7064998
2016-04-21,140.133850,143.518158,140.019119,142.734222,110.432640,6294514
2016-04-22,142.868073,144.359467,141.013382,141.969406,109.840935,5430727
2016-04-25,141.644363,142.351822,140.640533,142.265778,110.070229,2979949
2016-04-26,142.112808,143.202682,141.395798,142.523895,110.269928,3116871
2016-04-27,142.782028,144.149139,142.418732,143.852768,111.298073,3254315
2016-04-28,143.164429,143.575531,140.277252,140.602295,108.783203,3965909
2016-04-29,140.047806,140.860428,137.848953,139.521988,107.947357,4420187
2016-05-02,140.114716,140.535370,138.078400,138.881454,107.451813,3663510
2016-05-03,138.288712,138.527725,136.615677,137.791580,106.608536,3749178
2016-05-04,137.055450,138.623322,137.007645,137.906311,106.697311,2695647
2016-05-05,139.531555,140.822174,139.053543,140.028687,108.339401,6800255
2016-05-06,138.489487,141.462708,138.116638,140.812622,109.997314,5121007
2016-05-09,141.204590,141.682602,140.544937,140.860428,110.034630,4500310
2016-05-10,141.720840,143.441681,141.242828,143.374756,111.998741,4176364
2016-05-11,143.126190,144.445511,142.198853,142.399612,111.236992,3235278
2016-05-12,142.648178,142.820267,140.640533,142.294449,111.154854,3398663
2016-05-13,142.246658,143.269592,140.936905,141.223709,110.318405,2508308
2016-05-16,141.156784,143.393875,140.956024,142.887192,111.617889,3210279
2016-05-17,142.648178,142.925430,140.812622,141.491394,110.527550,3651168
2016-05-18,141.481842,141.988525,139.923523,140.860428,110.034630,2605691
2016-05-19,140.038239,140.468445,137.629059,138.556412,108.234840,3855138
2016-05-20,139.302109,141.022949,139.149139,140.774384,109.967430,3840389
2016-05-23,141.118546,141.443588,140.210327,140.315491,109.608963,2200575
2016-05-24,140.420654,142.208420,140.420654,141.787766,110.759056,3064048
2016-05-25,142.380493,145.401535,141.969406,145.019119,113.283249,4555644
2016-05-26,144.885284,145.803055,144.407272,145.736145,113.843384,3203793
2016-05-27,145.650101,146.204590,145.458893,146.118546,114.142067,2570127
2016-05-31,145.850861,147.045883,145.573608,146.978973,114.814217,6105084
2016-06-01,146.271515,146.529633,144.875717,145.803055,113.895638,2785916
2016-06-02,145.879547,146.749527,145.430206,146.749527,114.634995,2764160
2016-06-03,145.697891,146.309753,145.028687,146.166351,114.179405,2435402
2016-06-06,146.357559,147.179733,145.640533,146.013382,114.059944,2488120
2016-06-07,146.567871,147.160614,145.946457,146.587006,114.508026,4670390
2016-06-08,146.778198,147.313583,146.309753,147.227539,115.008392,3070010
2016-06-09,146.195023,146.998093,146.013382,146.673035,114.575226,2114803
2016-06-10,146.070740,146.587006,145.181641,145.669220,113.791077,3264148
2016-06-13,144.961761,145.793503,143.671127,144.627151,112.977089,3776478
2016-06-14,144.627151,145.114716,143.785858,144.416824,112.812759,2997627
2016-06-15,144.799240,145.114716,143.977051,144.053543,112.528976,2364378
2016-06-16,143.585083,144.636703,142.447418,144.416824,112.812759,2561759
2016-06-17,144.321228,146.003830,143.977051,145.305923,113.507278,4878439
2016-06-20,145.889099,147.868073,145.812622,146.854691,114.717125,3736417
2016-06-21,147.380493,147.772461,146.931168,147.275330,115.045723,2887274
2016-06-22,146.988525,147.906311,145.573608,146.195023,114.201805,2964050
2016-06-23,146.701721,148.642441,145.889099,148.518158,116.016571,4151992
2016-06-24,143.374756,143.986618,139.751434,140.143402,109.474525,9500609
2016-06-27,139.751434,140.152969,136.233276,137.189301,107.166901,5248723
2016-06-28,138.412994,139.321228,137.877625,139.292542,108.809868,4181594
2016-06-29,140.057358,141.950287,140.009567,141.931168,110.871071,3522614
2016-06-30,142.313583,145.229446,142.131927,145.105164,113.350479,4149587
2016-07-01,145.105164,146.242828,144.741867,145.650101,113.776154,2780582
2016-07-05,144.541107,145.315491,144.130020,145.009567,113.275772,2578599
2016-07-06,145.172089,145.707458,143.326965,145.669220,113.791077,2687592
2016-07-07,146.032501,146.931168,145.210327,145.889099,113.962852,2236766
2016-07-08,147.227539,147.801147,146.347992,147.667297,115.351921,3180468
2016-07-11,147.801147,149.177826,147.705551,148.499039,116.001617,2964050
2016-07-12,149.139572,150.210327,148.680695,150.133850,117.278679,4020615
2016-07-13,150.812622,151.376678,150.152969,151.070740,118.010544,2872734
2016-07-14,151.826004,154.302109,151.606125,153.231354,119.698357,4850930
2016-07-15,152.868073,152.944550,151.529633,152.753342,119.324951,4682733
2016-07-18,152.294449,153.680695,151.749527,152.829834,119.384651,7039266
2016-07-19,154.665390,155.009567,150.946457,152.562134,119.175560,7447520
2016-07-20,152.934998,154.598465,152.581268,154.263855,120.504875,4577610
2016-07-21,153.680695,154.732315,152.858505,153.393875,119.825287,3680769
2016-07-22,153.709366,155.038239,153.422562,154.942642,121.035110,2636025
2016-07-25,154.875717,155.717010,154.636703,155.497131,121.468269,2933612
2016-07-26,155.497131,156.405350,154.273422,154.990433,121.072411,3027752
2016-07-27,154.990433,155.420654,154.091782,154.713196,120.855911,2262184
2016-07-28,154.282990,154.694077,153.642441,154.273422,120.512337,2448058
2016-07-29,154.263855,154.560226,152.992355,153.556412,119.952255,3710685
2016-08-01,153.585083,154.541107,152.810699,154.349899,120.572067,2953486
2016-08-02,154.177826,154.349899,153.307846,153.518158,119.922409,3222621
2016-08-03,153.087952,153.785858,152.772461,153.604202,119.989586,2993338
2016-08-04,153.785858,154.588913,153.078400,154.445511,120.646744,2603599
2016-08-05,154.875717,156.319305,154.464630,156.309753,122.103065,3987770
2016-08-08,155.573608,156.089859,154.474182,154.913956,122.057846,3179108
2016-08-09,155.086044,155.611862,154.541107,154.655838,121.854469,2863425
2016-08-10,155.057358,155.506699,154.837479,154.952194,122.087959,2580168
2016-08-11,155.114716,157.695984,155.047806,156.338425,123.180183,9171956
2016-08-12,156.013382,156.271515,154.416824,154.827911,121.990074,2660083
2016-08-15,155.258133,155.803055,154.665390,154.761002,121.937347,3107038
2016-08-16,154.024857,154.808792,153.623322,153.632889,121.048485,2311869
2016-08-17,153.891006,154.072662,152.810699,153.384323,120.852638,3374291
2016-08-18,153.814529,154.875717,153.384323,154.263855,121.545654,3819992
2016-08-19,153.766724,153.833649,152.504776,153.001907,120.551361,2944699
2016-08-22,152.963669,153.508606,152.131927,152.963669,120.521202,2133108
2016-08-23,153.279160,154.244736,153.183563,153.212234,120.717049,2968653
2016-08-24,152.858505,153.135757,151.357559,152.055450,119.805618,3813507
2016-08-25,152.007645,152.523895,151.453156,151.653915,119.489227,2693450
2016-08-26,151.892929,153.384323,150.908218,151.357559,119.255753,2613849
2016-08-29,151.845123,153.164429,151.529633,152.695984,120.310272,2589791
2016-08-30,152.734222,153.107071,151.826004,152.390060,120.069244,1896712
2016-08-31,152.638626,152.638626,151.300186,151.892929,119.677612,2430486
2016-09-01,151.357559,152.600388,151.147232,152.523895,120.174721,2466886
2016-09-02,152.848953,153.508606,152.151047,152.533463,120.182220,2421908
2016-09-06,152.848953,153.785858,152.112808,153.298279,120.784859,3131829
2016-09-07,153.145309,154.646271,152.963669,154.531555,121.756561,2999196
2016-09-08,153.489487,154.120453,151.778198,152.007645,119.767921,4145507
2016-09-09,151.080307,151.434036,148.804977,148.843216,117.274666,5424556
2016-09-12,148.432129,151.558319,148.030594,151.328873,119.233139,4568405
2016-09-13,150.697891,150.984711,148.661575,148.957932,117.365036,3803988
2016-09-14,148.852768,149.015289,146.644363,147.275330,116.039330,4038188
2016-09-15,147.514343,149.455063,146.472275,148.814529,117.252068,3813298
2016-09-16,148.221802,148.565964,146.720840,147.074570,115.881134,6760926
2016-09-19,148.059280,149.321228,147.753342,148.059280,116.657005,2562805
2016-09-20,149.015289,149.684509,147.657745,147.657745,116.340637,2258419
2016-09-21,148.097519,148.833649,147.103256,148.690247,117.154167,2587699
2016-09-22,149.282990,150.305923,148.843216,149.244736,117.591003,2814891
2016-09-23,148.776291,149.177826,147.906311,148.164429,116.739838,2826501
2016-09-26,147.667297,147.667297,146.711288,147.208420,115.986610,2649832
2016-09-27,147.533463,149.875717,147.045883,149.875717,118.088188,3124611
2016-09-28,150.086044,151.653915,149.359467,151.328873,119.233139,3462260
2016-09-29,151.653915,157.743790,150.535370,151.156784,119.097527,3530041
2016-09-30,151.912048,152.810699,151.108994,151.864243,119.654961,3762357
2016-10-03,151.108994,151.405350,150.114716,150.678772,118.720924,2330279
2016-10-04,150.736145,151.558319,148.967499,149.579346,117.854645,3016769
2016-10-05,150.162521,150.889099,149.827911,150.172089,118.321709,1761987
2016-10-06,149.942642,150.506699,149.034424,149.980881,118.171059,2039805
2016-10-07,150.229446,150.764816,148.049713,148.824097,117.259598,2794807
2016-10-10,149.818359,151.520081,149.770554,150.114716,118.276482,2595440
2016-10-11,149.837479,150.047806,147.122375,147.982788,116.596703,3034760
2016-10-12,148.154877,148.154877,146.347992,147.504776,116.220108,3100344
2016-10-13,146.940720,147.437866,145.573608,146.959854,115.790756,3043755
2016-10-14,147.676865,148.690247,147.313583,147.657745,116.340637,4558677
2016-10-17,147.657745,149.034424,147.552582,147.963669,116.581688,6161358
2016-10-18,143.422562,144.359467,141.290634,144.091782,113.530960,13358048
2016-10-19,144.617584,145.745697,144.196945,144.608032,113.937775,4846013
2016-10-20,144.627151,146.175903,144.378586,144.856598,114.133583,4208163
2016-10-21,143.957932,144.502869,142.982788,143.049713,112.709938,4617253
2016-10-24,143.785858,144.856598,143.785858,143.948380,113.417969,2789368
2016-10-25,143.948380,144.512421,143.240921,144.244736,113.651497,2769285
2016-10-26,144.082214,146.214142,143.652008,145.133850,114.352013,2941038
2016-10-27,146.099426,147.284897,145.334610,146.606125,115.512047,4423848
2016-10-28,147.275330,147.648178,145.487579,145.898666,114.954620,3822607
2016-10-31,146.042068,147.543015,146.042068,146.931168,115.768158,3716647
2016-11-01,146.749527,147.141495,145.066925,146.070740,115.090210,3338727
2016-11-02,145.774384,146.606125,145.000000,145.267685,114.457504,3215822
2016-11-03,145.803055,146.978973,145.124283,145.669220,114.773865,3011225
2016-11-04,145.697891,146.883362,145.191208,145.726578,114.819023,2584038
2016-11-07,147.217972,149.244736,147.074570,148.871887,117.297264,3979925
2016-11-08,147.762909,149.072662,146.328873,148.346085,117.943359,4102307
2016-11-09,146.233276,148.718933,144.359467,148.001907,117.669662,5652270
2016-11-10,150.726578,154.072662,150.659653,153.173996,121.781784,8070727
2016-11-11,152.934998,154.244736,152.323135,154.177826,122.579910,4651144
2016-11-14,154.158707,154.741867,150.650101,151.252396,120.254013,5435539
2016-11-15,151.453156,152.151047,150.621414,151.692154,120.603622,3636942
2016-11-16,151.491394,152.533463,151.080307,152.284897,121.074928,2356429
2016-11-17,152.217972,152.896744,151.864243,152.772461,121.462563,2365215
2016-11-18,152.772461,153.652008,152.208420,153.336517,121.911003,3118754
2016-11-21,153.623322,155.831741,153.317398,155.611862,123.720047,4850407
2016-11-22,155.831741,155.831741,154.827911,155.516251,123.644012,2898257
2016-11-23,154.818359,155.238998,154.263855,154.856598,123.119545,2356324
2016-11-25,154.713196,156.013382,154.713196,155.965576,124.001259,1679144
2016-11-28,156.022949,157.418732,155.544937,157.284897,125.050186,4654072
2016-11-29,156.787766,157.179733,155.860428,156.338425,124.297684,3293017
2016-11-30,156.166351,156.596558,155.076477,155.086044,123.301956,4600099
2016-12-01,154.827911,155.066925,151.338425,152.791580,121.477783,4848942
2016-12-02,152.007645,153.240921,151.443588,152.982788,121.629791,2866981
2016-12-05,153.776291,154.063095,152.571701,152.810699,121.492981,3605667
2016-12-06,153.087952,153.718933,151.940720,153.298279,121.880615,2990514
2016-12-07,153.537292,157.915863,153.336517,157.543015,125.255432,4639115
2016-12-08,157.619507,158.699814,156.998093,158.087952,125.688660,3416654
2016-12-09,157.915863,159.388138,157.361374,159.196945,126.570396,3291657
2016-12-12,159.388138,159.455063,157.810699,158.221802,125.795082,3548346
2016-12-13,158.393875,162.476105,158.393875,160.889099,127.915710,6205186
2016-12-14,160.965576,162.418732,160.086044,161.099426,128.082947,4313913
2016-12-15,160.621414,162.380493,160.401535,160.630981,127.710526,3544476
2016-12-16,161.539200,161.673035,158.757172,159.397705,126.729996,7448148
2016-12-19,159.493301,159.904404,158.699814,159.349899,126.691933,3091871
2016-12-20,160.124283,160.850861,159.130020,160.229446,127.391296,2274632
2016-12-21,158.938812,160.554489,157.982788,159.971313,127.186035,3740182
2016-12-22,160.000000,160.831741,159.254303,159.713196,126.980850,2931520
2016-12-23,159.655838,160.124283,159.130020,159.378586,126.714806,1779455
2016-12-27,159.636703,160.592728,159.512421,159.789673,127.041626,1461785
2016-12-28,159.933075,160.363297,158.699814,158.881454,126.319542,1838345
2016-12-29,158.718933,159.646271,158.699814,159.273422,126.631187,1740021
2016-12-30,159.120453,159.369019,158.221802,158.690247,126.167526,3088629
2017-01-03,159.655838,160.487579,158.709366,159.837479,127.079613,3069278
2017-01-04,160.391968,162.399612,160.000000,161.816437,128.653030,3536944
2017-01-05,161.806885,161.940720,159.904404,161.281067,128.227341,2805686
2017-01-06,161.271515,162.447418,160.152969,162.074570,128.858215,3080993
2017-01-09,162.017212,162.332703,160.248566,160.277252,127.429283,3336635
2017-01-10,160.592728,160.697891,158.068832,158.240921,125.810295,4308160
2017-01-11,158.747604,160.382416,158.317398,160.372849,127.505295,3765077
2017-01-12,160.391968,160.621414,158.279160,160.564056,127.657318,3062165
2017-01-13,160.583176,161.070740,159.541107,159.980881,127.193634,3007668
2017-01-17,159.359467,160.783936,158.814529,160.506699,127.611732,3468222
2017-01-18,160.086044,161.175903,159.359467,159.464630,126.783234,4192159
2017-01-19,159.617584,160.086044,158.508606,159.474182,126.790771,7283716
2017-01-20,160.430206,163.135757,158.699814,163.049713,129.633545,13273740
2017-01-23,162.600388,163.718933,162.533463,163.508606,129.998398,5730197
2017-01-24,163.824097,168.260040,163.632889,168.164429,133.699997,7272210
2017-01-25,168.508606,171.367111,168.384323,170.449326,135.516678,6194935
2017-01-26,170.229446,171.013382,169.703629,170.803055,135.797897,3204839
2017-01-27,170.621414,171.319305,169.502869,169.502869,134.764145,3642486
2017-01-30,169.196945,169.282990,166.902481,168.068832,133.624023,4283161
2017-01-31,167.351822,167.858505,165.975143,166.845123,132.651093,4329394
2017-02-01,167.304016,167.973236,165.286804,166.625244,132.476257,2924302
2017-02-02,166.567871,167.275330,165.917786,166.902481,132.696686,2741043
2017-02-03,167.304016,168.585083,167.198853,168.087952,133.639221,3461528
2017-02-06,167.600388,168.240921,166.711288,168.126190,133.669586,2772737
2017-02-07,168.260040,170.764816,168.164429,170.611862,135.645874,4051681
2017-02-08,169.694077,169.694077,168.145309,168.422562,134.964020,3047103
2017-02-09,168.422562,169.980881,168.173996,169.416824,135.760788,3232872
2017-02-10,169.569794,171.003830,168.986618,170.822174,136.886932,3065512
2017-02-13,171.357559,171.988525,170.975143,171.472275,137.407898,3235696
2017-02-14,170.717010,172.208420,170.506699,172.208420,137.997772,2904219
2017-02-15,172.275330,173.919693,171.902481,173.690247,139.185242,3048358
2017-02-16,173.470367,174.751434,172.915863,173.451248,138.993729,3401069
2017-02-17,173.279160,173.585083,172.084137,172.724670,138.411514,3715915
2017-02-21,172.657745,172.839386,171.242828,172.332703,138.097397,4686394
2017-02-22,172.170166,173.365204,172.170166,173.183563,138.779190,3159443
2017-02-23,173.996170,174.474182,172.963669,173.661575,139.162292,2387495
2017-02-24,172.284897,173.508606,171.978973,173.374756,138.932419,3451905
2017-02-27,173.221802,173.279160,171.395798,171.510513,137.438507,3861100
2017-02-28,171.491394,172.686417,171.462708,171.912048,137.760269,3423976
2017-03-01,172.543015,174.521988,172.112808,173.948380,139.392090,3143858
2017-03-02,173.881454,173.881454,172.495224,172.590820,138.304245,3052437
2017-03-03,172.590820,173.346085,171.854691,172.131927,137.936493,1905812
2017-03-06,171.816437,173.030594,171.673035,172.533463,138.258270,3351802
2017-03-07,172.762909,173.317398,172.275330,172.447418,138.189331,3117603
2017-03-08,172.801147,172.992355,171.414917,171.558319,137.476822,3721040
2017-03-09,171.271515,171.367111,168.145309,169.388138,135.737778,5694529
2017-03-10,170.372849,171.596558,169.617584,170.009567,136.235748,3242914
2017-03-13,170.028687,170.229446,168.661575,168.699814,135.186188,3642381
2017-03-14,168.432129,169.043976,167.504776,167.992355,134.619278,3292285
2017-03-15,167.982788,168.527725,167.065002,168.078400,134.688248,3991013
2017-03-16,170.611862,171.128113,169.043976,169.445511,135.783752,4510143
2017-03-17,168.537292,169.015289,167.925430,167.925430,134.565674,6193366
2017-03-20,167.925430,168.432129,167.437866,167.973236,134.603989,2590001
2017-03-21,168.269592,168.479919,166.195023,166.233276,133.209656,4108374
2017-03-22,166.386230,167.361374,165.200760,167.093689,133.899185,3609223
2017-03-23,166.759079,167.944550,165.927338,167.131927,133.929825,3912040
2017-03-24,167.418732,167.782028,165.764816,166.185471,133.171341,3369898
2017-03-27,165.095596,166.500961,164.521988,166.128113,133.125412,3408914
2017-03-28,166.290634,167.304016,165.391968,166.835571,133.692307,3685999
2017-03-29,166.634796,166.816437,165.831741,166.290634,133.255615,3227538
2017-03-30,166.214142,166.912048,166.051620,166.214142,133.194305,3314042
2017-03-31,166.328873,167.256210,166.051620,166.481842,133.408813,3047730
2017-04-03,166.175903,167.179733,165.755264,166.826004,133.684647,4483679
2017-04-04,165.889099,167.265778,165.640533,166.845123,133.699951,3251909
2017-04-05,167.017212,168.575531,165.210327,165.277252,132.443527,6525889
2017-04-06,165.841293,165.841293,164.674957,164.866150,132.114120,3593428
2017-04-07,164.512421,165.325043,163.747604,164.569794,131.876648,3753362
2017-04-10,164.942642,164.971313,163.479919,163.671127,131.156525,3964235
2017-04-11,163.145309,163.699814,161.548752,163.078400,130.681519,5116927
2017-04-12,163.518158,163.671127,162.543015,163.154877,130.742828,3427637
2017-04-13,162.447418,163.824097,162.074570,162.074570,129.877121,3352953
2017-04-17,162.284897,163.766724,162.160614,163.575531,131.079926,3891329
2017-04-18,163.279160,164.139572,162.361374,162.571701,130.275497,6637393
2017-04-19,154.646271,155.487579,152.581268,154.579346,123.870903,20171378
2017-04-20,154.225616,155.258133,153.441681,155.162521,124.338219,6785193
2017-04-21,154.923523,154.980881,153.326965,153.326965,122.867302,5865759
2017-04-24,154.196945,154.464630,153.365204,153.680695,123.150742,5565348
2017-04-25,154.665390,154.913956,153.326965,153.336517,122.874947,5083978
2017-04-26,153.470367,154.015289,152.858505,153.021027,122.622131,4526879
2017-04-27,153.240921,153.422562,152.609940,153.269592,122.821335,4312240
2017-04-28,153.441681,153.527725,152.676865,153.240921,122.798340,4345189
2017-05-01,153.011475,153.365204,151.720840,151.854691,121.687515,5162324
2017-05-02,152.428299,152.476105,151.663483,152.103256,121.886673,3355777
2017-05-03,151.759079,152.437866,151.548752,151.653915,121.526596,4176992
2017-05-04,151.902481,152.141495,151.395798,152.055450,121.848373,4477508
2017-05-05,146.768646,148.929260,146.271515,148.231354,118.783951,13097280
2017-05-08,146.080307,146.720840,145.506699,146.300186,118.381699,7836632
2017-05-09,145.889099,146.367111,144.894836,145.420654,117.670006,7168238
2017-05-10,144.980881,145.669220,144.483749,144.598465,117.004761,5229895
2017-05-11,144.407272,144.502869,143.202682,144.024857,116.540565,5886783
2017-05-12,143.690247,144.608032,143.403442,143.757172,116.323967,3886204
2017-05-15,143.996170,145.152969,143.833649,144.847031,117.205864,4440793
2017-05-16,144.990433,147.217972,144.990433,146.921600,118.884514,5767330
2017-05-17,146.558319,147.361374,144.254303,144.292542,116.757210,5430309
2017-05-18,144.225616,144.674957,143.508606,144.149139,116.641129,3424813
2017-05-19,144.369019,145.755264,144.254303,145.296371,117.569450,5902578
2017-05-22,145.411087,146.118546,144.933075,145.927338,118.080017,3453997
2017-05-23,145.860428,146.921600,145.238998,145.344162,117.608124,2682467
2017-05-24,145.516251,146.042068,144.579346,145.803055,117.979446,3904090
2017-05-25,146.510513,146.969406,146.223709,146.462708,118.513199,2701504
2017-05-26,146.128113,146.271515,145.372849,145.783936,117.963974,2555692
2017-05-30,145.267685,145.956024,144.923523,145.057358,117.376045,3834636
2017-05-31,145.344162,146.080307,144.980881,145.917786,118.072281,3706396
2017-06-01,146.080307,146.147232,144.961761,145.956024,118.103203,3052333
2017-06-02,146.338425,146.462708,145.124283,145.363297,117.623611,3750642
2017-06-05,145.143402,146.204590,145.009567,145.707458,117.902061,4157955
2017-06-06,145.315491,146.166351,145.315491,145.669220,117.871155,3971871
2017-06-07,146.319305,147.418732,144.168259,144.340347,116.795860,5089522
2017-06-08,144.359467,146.099426,144.282990,145.411087,117.662262,3879614
2017-06-09,145.315491,147.476105,145.200760,147.323135,119.209450,4562129
2017-06-12,147.409180,150.286804,147.246658,148.355637,120.044914,6769189
2017-06-13,148.604202,148.642441,147.370941,147.466537,119.325508,3685581
2017-06-14,147.198853,148.126190,146.214142,147.045883,118.985069,3189359
2017-06-15,146.548752,147.887192,146.548752,147.437866,119.302269,4868398
2017-06-16,147.447418,148.585083,146.242828,148.546844,120.199661,7052132
2017-06-19,148.671127,149.005737,147.743790,148.030594,119.781876,4842457
2017-06-20,147.686417,148.556412,147.466537,148.135757,119.867004,4687858
2017-06-21,148.938812,148.938812,146.644363,147.026764,118.969612,4141846
2017-06-22,147.753342,148.173996,146.931168,147.609940,119.441528,2485819
2017-06-23,147.552582,147.877625,147.036331,147.332703,119.217186,3433181
2017-06-26,147.906311,148.900574,147.829834,148.403442,120.083618,2252561
2017-06-27,148.183563,148.508606,147.705551,147.944550,119.712318,2496279
2017-06-28,148.326965,148.709366,147.973236,148.489487,120.153221,2323166
2017-06-29,148.518158,148.891006,146.864243,147.351822,119.232666,3412261
2017-06-30,147.495224,147.705551,146.405350,147.065002,119.000572,3735789
2017-07-03,146.826004,149.168259,146.768646,148.738052,120.354370,2952335
2017-07-05,148.919693,149.034424,146.873810,146.912048,118.876816,3728362
2017-07-06,146.615677,147.065002,145.535370,145.659653,117.863396,2884345
2017-07-07,145.908218,146.739960,145.449326,146.214142,118.312088,2573265
2017-07-10,146.185471,147.122375,145.917786,146.673035,118.683395,3353685
2017-07-11,146.520081,146.892929,145.363297,146.453156,118.505486,3606085
2017-07-12,146.730408,147.456985,146.319305,146.940720,118.900017,3240403
2017-07-13,146.940720,147.409180,146.453156,146.873810,118.845871,2590001
2017-07-14,147.237091,147.820267,146.653915,147.456985,119.317780,3406194
2017-07-17,146.835571,147.112808,145.544937,146.281067,118.366249,4981680
